"STATION","DATE","PRCP","SNOW","SNWD","TMAX","TMIN"
"USC00055116","1948-09-27","0.00","0.0","0.0","77","50"
"USC00055116","1948-09-28","0.00","0.0","0.0","80","46"
"USC00055116","1948-09-29","0.00","0.0","0.0","76","38"
"USC00055116","1948-09-30","0.00","0.0","0.0","70","46"
"USC00055116","1948-10-01","0.07","0.0","0.0","68","47"
"USC00055116","1948-10-02","0.00","0.0","0.0","76","35"
"USC00055116","1948-10-03","0.00","0.0","0.0","81","37"
"USC00055116","1948-10-04","0.00","0.0","0.0","80","39"
"USC00055116","1948-10-05","0.00","0.0","0.0","72","44"
"USC00055116","1948-10-06","0.00","0.0","0.0","65","31"
"USC00055116","1948-10-07","0.00","0.0","0.0","69","20"
"USC00055116","1948-10-08","0.00","0.0","0.0","76","27"
"USC00055116","1948-10-09","0.00","0.0","0.0","70","32"
"USC00055116","1948-10-10","0.00","0.0","0.0","68","32"
"USC00055116","1948-10-11","0.00","0.0","0.0","68","34"
"USC00055116","1948-10-12","0.00","0.0","0.0","75","30"
"USC00055116","1948-10-13","0.00","0.0","0.0","80","32"
"USC00055116","1948-10-14","0.00","0.0","0.0","77","32"
"USC00055116","1948-10-15","0.00","0.0","0.0","75","41"
"USC00055116","1948-10-16","0.52","7.0","7.0","58","28"
"USC00055116","1948-10-17","0.00","0.0","0.0","50","2"
"USC00055116","1948-10-18","0.00","0.0","0.0","81","24"
"USC00055116","1948-10-19","0.00","0.0","0.0","67","30"
"USC00055116","1948-10-20","0.00","0.0","0.0","65","31"
"USC00055116","1948-10-21","0.00","0.0","0.0","71","28"
"USC00055116","1948-10-22","0.00","0.0","0.0","68","29"
"USC00055116","1948-10-23","0.00","0.0","0.0","76","28"
"USC00055116","1948-10-24","0.00","0.0","0.0","77","29"
"USC00055116","1948-10-25","0.00","0.0","0.0","74","29"
"USC00055116","1948-10-26","0.00","0.0","0.0","63","32"
"USC00055116","1948-10-27","0.00","0.0","0.0","60","29"
"USC00055116","1948-10-28","0.00","0.0","0.0","55","30"
"USC00055116","1948-10-29","0.00","0.0","0.0","64","38"
"USC00055116","1948-10-30","0.00","0.0","0.0","63","27"
"USC00055116","1948-10-31","0.00","0.0","0.0","65","26"
"USC00055116","1948-11-01","0.00","0.0","0.0","66","27"
"USC00055116","1948-11-02","0.00","0.0","0.0","68","29"
"USC00055116","1948-11-03","0.00","0.0","0.0","66","31"
"USC00055116","1948-11-04","0.00","0.0","0.0","57","31"
"USC00055116","1948-11-05","0.00","0.0","0.0","56","31"
"USC00055116","1948-11-06","0.00","0.0","0.0","54","24"
"USC00055116","1948-11-07","0.00","0.0","0.0","42","28"
"USC00055116","1948-11-08","0.00","0.0","0.0","32","22"
"USC00055116","1948-11-09","0.00","0.0","0.0","42","11"
"USC00055116","1948-11-10","0.00","0.0","0.0","50","25"
"USC00055116","1948-11-11","0.17","2.5","3.0","40","23"
"USC00055116","1948-11-12","0.00","0.0","0.0","53","11"
"USC00055116","1948-11-13","0.00","0.0","0.0","64","25"
"USC00055116","1948-11-14","0.00","0.0","0.0","72","37"
"USC00055116","1948-11-15","0.00","0.0","0.0","70","27"
"USC00055116","1948-11-16","0.00","0.0","0.0","60","28"
"USC00055116","1948-11-17","0.00","0.0","0.0","58","32"
"USC00055116","1948-11-18","0.00","0.0","0.0","40","32"
"USC00055116","1948-11-19","0.00","0.0","0.0","44","7"
"USC00055116","1948-11-20","0.00","0.0","0.0","35","21"
"USC00055116","1948-11-21","0.02","0.5","0.0","42","21"
"USC00055116","1948-11-22","0.00","0.0","0.0","50","13"
"USC00055116","1948-11-23","0.00","0.0","0.0","48","16"
"USC00055116","1948-11-24","0.00","0.0","0.0","55","21"
"USC00055116","1948-11-25","0.00","0.0","0.0","45","20"
"USC00055116","1948-11-26","0.00","0.0","0.0","43","12"
"USC00055116","1948-11-27","0.00","0.0","0.0","35","18"
"USC00055116","1948-11-28","0.00","0.0","0.0",,"5"
"USC00055116","1948-11-29","0.00","0.0","0.0","55","29"
"USC00055116","1948-11-30","0.00","0.0","0.0","48","12"
"USC00055116","1948-12-01","0.00","0.0","0.0","44","15"
"USC00055116","1948-12-02","0.00","0.0","0.0","47","12"
"USC00055116","1948-12-03","0.00","0.0","0.0","68","22"
"USC00055116","1948-12-04","0.00","0.0","0.0","60","17"
"USC00055116","1948-12-05","0.00","0.0","0.0","52","22"
"USC00055116","1948-12-06","0.00","0.0","0.0","40","26"
"USC00055116","1948-12-07","0.00","0.0","0.0","38","14"
"USC00055116","1948-12-08","0.00","0.0","0.0","44","16"
"USC00055116","1948-12-09","0.00","0.0","0.0","40","6"
"USC00055116","1948-12-10","0.00","0.0","0.0","52","15"
"USC00055116","1948-12-11","0.00","0.0","0.0","51","14"
"USC00055116","1948-12-12","0.00","0.0","0.0","63","25"
"USC00055116","1948-12-13","0.00","0.0","0.0","57","20"
"USC00055116","1948-12-14","0.00","0.0","0.0","49","17"
"USC00055116","1948-12-15","0.00","0.0","0.0","41","21"
"USC00055116","1948-12-16","0.00","0.0","0.0","38","9"
"USC00055116","1948-12-17","0.00","0.0","0.0","40","9"
"USC00055116","1948-12-18","0.00","0.0","0.0","45","9"
"USC00055116","1948-12-19","0.00","0.0","0.0","52","10"
"USC00055116","1948-12-20","0.00","0.0","0.0","56","32"
"USC00055116","1948-12-21","0.01","0.0","0.0","50","21"
"USC00055116","1948-12-22","0.11","1.5","2.0","30","20"
"USC00055116","1948-12-23","0.22","2.5","4.0","27","18"
"USC00055116","1948-12-24","0.00","0.0","0.0","28","13"
"USC00055116","1948-12-25","0.00","0.0","0.0","18","-14"
"USC00055116","1948-12-26","0.00","0.0","0.0","45","-8"
"USC00055116","1948-12-27","0.00","0.0","0.0","40","-1"
"USC00055116","1948-12-28","0.00","0.0","0.0","35","4"
"USC00055116","1948-12-29","0.00","0.0","0.0","40","5"
"USC00055116","1948-12-30","0.00","0.0","0.0","37","5"
"USC00055116","1948-12-31","0.00","0.0","0.0","40","11"
"USC00055116","1949-01-01","0.00","0.0","0.0","35","11"
"USC00055116","1949-01-02","0.00","0.0","0.0","30","12"
"USC00055116","1949-01-03","0.25","2.5","2.0","18","4"
"USC00055116","1949-01-04","0.15","1.5","4.0","24","5"
"USC00055116","1949-01-05","0.00","0.0",,"46","1"
"USC00055116","1949-01-06","0.00","0.0",,"45","2"
"USC00055116","1949-01-07","0.00","0.0",,"47","8"
"USC00055116","1949-01-08","0.00","0.0",,"47","11"
"USC00055116","1949-01-09","0.07","1.0","4.0","33","3"
"USC00055116","1949-01-10","0.00","0.0",,"9","-7"
"USC00055116","1949-01-11","0.00","0.0",,"16","-20"
"USC00055116","1949-01-12","0.00","0.0",,"37","-4"
"USC00055116","1949-01-13","0.00","0.0",,"45","5"
"USC00055116","1949-01-14","0.00","0.0",,"41","8"
"USC00055116","1949-01-15","0.00","0.0",,"38","15"
"USC00055116","1949-01-16","0.00","0.0",,"30","-1"
"USC00055116","1949-01-17","0.00","0.0",,"31","-9"
"USC00055116","1949-01-18","0.04","0.3","3.0","25","11"
"USC00055116","1949-01-19","0.00","0.0",,"29","-11"
"USC00055116","1949-01-20","0.00","0.0",,"13","-2"
"USC00055116","1949-01-21","0.00","0.0",,"24","-10"
"USC00055116","1949-01-22","0.00","0.0",,"38","-3"
"USC00055116","1949-01-23","0.04","0.4","3.0","20","5"
"USC00055116","1949-01-24","0.00","0.0",,"6","-9"
"USC00055116","1949-01-25","0.00","0.0",,"13","-15"
"USC00055116","1949-01-26","0.00","0.0",,"21","-6"
"USC00055116","1949-01-27","0.19",,,"33","10"
"USC00055116","1949-01-28","0.06",,,"13","0"
"USC00055116","1949-01-29","0.00","0.0",,"21","-27"
"USC00055116","1949-01-30","0.00","0.0",,"30","-14"
"USC00055116","1949-01-31","0.00","0.0",,"26","-5"
"USC00055116","1949-02-01","0.00","0.0","0.0","21","-12"
"USC00055116","1949-02-02","0.00","0.0","0.0","18","-10"
"USC00055116","1949-02-03","0.00","0.0","0.0","24","-11"
"USC00055116","1949-02-04","0.00","0.0","0.0","29","-10"
"USC00055116","1949-02-05","0.00","0.0","0.0","40","5"
"USC00055116","1949-02-06","0.00","0.0","0.0","45","25"
"USC00055116","1949-02-07","0.00","0.0","0.0","52","8"
"USC00055116","1949-02-08","0.00","0.0","0.0","36","8"
"USC00055116","1949-02-09","0.00","0.0","0.0","47","8"
"USC00055116","1949-02-10","0.00","0.0","0.0","56","18"
"USC00055116","1949-02-11","0.00","0.0","0.0","60","30"
"USC00055116","1949-02-12","0.00","0.0","0.0","48","11"
"USC00055116","1949-02-13","0.02","0.5","0.0","20","-4"
"USC00055116","1949-02-14","0.00","0.0","0.0","45","3"
"USC00055116","1949-02-15","0.00","0.0","0.0","51","10"
"USC00055116","1949-02-16","0.00","0.0","0.0","58","17"
"USC00055116","1949-02-17","0.00","0.0","0.0","67","27"
"USC00055116","1949-02-18","0.00","0.0","0.0","60","28"
"USC00055116","1949-02-19","0.00","0.0","0.0","60","22"
"USC00055116","1949-02-20","0.00","0.0","0.0","47","21"
"USC00055116","1949-02-21","0.00","0.0","0.0","59","26"
"USC00055116","1949-02-22","0.00","0.0","0.0","71","25"
"USC00055116","1949-02-23","0.00","0.0",,"64","29"
"USC00055116","1949-02-24","0.00","0.0","0.0","58","21"
"USC00055116","1949-02-25","0.00","0.0","0.0","54","24"
"USC00055116","1949-02-26","0.00","0.0","0.0","50","32"
"USC00055116","1949-02-27","0.00","0.0","0.0","56","17"
"USC00055116","1949-02-28","0.06","1.0","0.0","46","21"
"USC00055116","1949-03-01","0.06","0.0","0.0","55","26"
"USC00055116","1949-03-02","0.00","0.0","0.0","69","19"
"USC00055116","1949-03-03","0.00","0.0","0.0","67","26"
"USC00055116","1949-03-04","0.00","0.0","0.0","70","21"
"USC00055116","1949-03-05","0.00","0.0","0.0","67","27"
"USC00055116","1949-03-06","0.01","0.0","0.0","57","25"
"USC00055116","1949-03-07","0.00","0.0","0.0","61","29"
"USC00055116","1949-03-08","0.09",,"0.0","57","33"
"USC00055116","1949-03-09","0.11","0.0","0.0","55","24"
"USC00055116","1949-03-10","0.00","0.0","0.0","38","22"
"USC00055116","1949-03-11","0.00","0.0","0.0","45","22"
"USC00055116","1949-03-12","0.00","0.0","0.0","47","27"
"USC00055116","1949-03-13","0.01","0.0","0.0","55","29"
"USC00055116","1949-03-14","0.00","0.0","0.0","48","29"
"USC00055116","1949-03-15","0.00","0.0","0.0","69","15"
"USC00055116","1949-03-16","0.00","0.0","0.0","60","22"
"USC00055116","1949-03-17","0.00","0.0","0.0","63","25"
"USC00055116","1949-03-18","0.00","0.0","0.0","67","25"
"USC00055116","1949-03-19","0.00","0.0","0.0","70","24"
"USC00055116","1949-03-20","0.00","0.0","0.0","64","29"
"USC00055116","1949-03-21","0.00","0.0","0.0","62","30"
"USC00055116","1949-03-22","0.00","0.0","0.0","69","23"
"USC00055116","1949-03-23","0.00","0.0","0.0","68","31"
"USC00055116","1949-03-24","0.22","0.0","0.0","56","28"
"USC00055116","1949-03-25","0.00","0.0","0.0","50","21"
"USC00055116","1949-03-26","0.06","0.0","0.0","58","29"
"USC00055116","1949-03-27","0.00","0.0","0.0","63","25"
"USC00055116","1949-03-28","0.48",,"3.0","50","28"
"USC00055116","1949-03-29","0.41",,"5.0","36","27"
"USC00055116","1949-03-30","0.20","0.0","0.0","37","24"
"USC00055116","1949-03-31","0.00","0.0","0.0","38","10"
"USC00055116","1949-04-01","0.00","0.0","0.0","43","18"
"USC00055116","1949-04-02","0.02","0.0","0.0","34","18"
"USC00055116","1949-04-03","0.06","0.0","0.0","42","26"
"USC00055116","1949-04-04","0.00","0.0","0.0","64","25"
"USC00055116","1949-04-05","0.00","0.0","0.0","76","26"
"USC00055116","1949-04-06","0.00","0.0","0.0","77","46"
"USC00055116","1949-04-07","0.00","0.0","0.0","78","31"
"USC00055116","1949-04-08","0.03","0.0","0.0","69","39"
"USC00055116","1949-04-09","0.11","0.0","0.0","64","43"
"USC00055116","1949-04-10","0.23",,"0.0","54","22"
"USC00055116","1949-04-11","0.00","0.0","0.0","73","20"
"USC00055116","1949-04-12","0.00","0.0","0.0","82","25"
"USC00055116","1949-04-13","0.00","0.0","0.0","69","42"
"USC00055116","1949-04-14","0.53",,"0.0","57","29"
"USC00055116","1949-04-15","0.06","0.0","0.0","66","22"
"USC00055116","1949-04-16","0.00","0.0","0.0","75","30"
"USC00055116","1949-04-17","0.00","0.0","0.0","68","34"
"USC00055116","1949-04-18","0.00","0.0","0.0","68","32"
"USC00055116","1949-04-19","0.00","0.0","0.0","69","35"
"USC00055116","1949-04-20","0.00","0.0","0.0","74","32"
"USC00055116","1949-04-21","0.00","0.0","0.0","75","37"
"USC00055116","1949-04-22","0.00","0.0","0.0","75","40"
"USC00055116","1949-04-23","0.00","0.0","0.0","80","35"
"USC00055116","1949-04-24","0.00","0.0","0.0","86","27"
"USC00055116","1949-04-25","0.00","0.0","0.0","83","42"
"USC00055116","1949-04-26","0.25","0.0","0.0","50","47"
"USC00055116","1949-04-27","0.00","0.0","0.0","70","41"
"USC00055116","1949-04-28","0.00","0.0","0.0","82","37"
"USC00055116","1949-04-29","0.01","0.0","0.0","83","43"
"USC00055116","1949-04-30","0.00","0.0","0.0",,"44"
"USC00055116","1949-05-01","0.00","0.0","0.0","72","45"
"USC00055116","1949-05-02","0.00","0.0","0.0","75","42"
"USC00055116","1949-05-03","0.00","0.0","0.0","85","41"
"USC00055116","1949-05-04","0.00","0.0","0.0","88","44"
"USC00055116","1949-05-05",,"0.0","0.0","89","45"
"USC00055116","1949-05-06",,"0.0","0.0","54","37"
"USC00055116","1949-05-07","0.56","0.0","0.0","47","38"
"USC00055116","1949-05-08","0.00","0.0","0.0","52","37"
"USC00055116","1949-05-09","0.21","0.0","0.0","62","38"
"USC00055116","1949-05-10","0.00","0.0","0.0","65","38"
"USC00055116","1949-05-11","0.00","0.0","0.0","73","47"
"USC00055116","1949-05-12","0.32","0.0","0.0","79","47"
"USC00055116","1949-05-13","0.20","0.0","0.0","81","47"
"USC00055116","1949-05-14","0.26","0.0","0.0","66","47"
"USC00055116","1949-05-15","0.06","0.0","0.0","69","47"
"USC00055116","1949-05-16","0.14","0.0","0.0","70","49"
"USC00055116","1949-05-17","0.29","0.0","0.0","71","41"
"USC00055116","1949-05-18","0.00","0.0","0.0","68","42"
"USC00055116","1949-05-19","0.11","0.0","0.0","62","44"
"USC00055116","1949-05-20","0.00","0.0","0.0","78","41"
"USC00055116","1949-05-21","0.00","0.0","0.0","70","43"
"USC00055116","1949-05-22","0.00","0.0","0.0","77","41"
"USC00055116","1949-05-23","0.00","0.0","0.0","81","40"
"USC00055116","1949-05-24","0.05","0.0","0.0",,"40"
"USC00055116","1949-05-25","0.00","0.0","0.0","82","45"
"USC00055116","1949-05-26","0.00","0.0","0.0","80","44"
"USC00055116","1949-05-27","0.00","0.0","0.0","81","45"
"USC00055116","1949-05-28","0.02","0.0","0.0","82","46"
"USC00055116","1949-05-29","0.00","0.0","0.0","74","47"
"USC00055116","1949-05-30","0.00","0.0","0.0","83","42"
"USC00055116","1949-05-31","0.00","0.0","0.0","84","49"
"USC00055116","1949-06-01","0.00","0.0","0.0","80","40"
"USC00055116","1949-06-02","0.04","0.0","0.0","80","41"
"USC00055116","1949-06-03","0.25","0.0","0.0","80","47"
"USC00055116","1949-06-04","1.49","0.0","0.0","57","47"
"USC00055116","1949-06-05","1.10","0.0","0.0","59","50"
"USC00055116","1949-06-06","0.09","0.0","0.0","75","55"
"USC00055116","1949-06-07","1.17","0.0","0.0","66","50"
"USC00055116","1949-06-08","0.06","0.0","0.0","70","52"
"USC00055116","1949-06-09","0.06","0.0","0.0","69","47"
"USC00055116","1949-06-10","0.01","0.0","0.0","75","48"
"USC00055116","1949-06-11","0.00","0.0","0.0","79","48"
"USC00055116","1949-06-12","0.00","0.0","0.0","78","52"
"USC00055116","1949-06-13","0.03","0.0","0.0","80","54"
"USC00055116","1949-06-14","0.31","0.0","0.0","79","47"
"USC00055116","1949-06-15","0.00","0.0","0.0","75","46"
"USC00055116","1949-06-16","0.00","0.0","0.0","79","46"
"USC00055116","1949-06-17","0.00","0.0","0.0","87","50"
"USC00055116","1949-06-18","0.19","0.0","0.0","87","52"
"USC00055116","1949-06-19","0.11","0.0","0.0","67","52"
"USC00055116","1949-06-20",,"0.0","0.0","87","49"
"USC00055116","1949-06-21","0.00","0.0","0.0","87","54"
"USC00055116","1949-06-22","0.00","0.0","0.0","87","50"
"USC00055116","1949-06-23","0.00","0.0","0.0","88","55"
"USC00055116","1949-06-24","0.07","0.0","0.0","88","50"
"USC00055116","1949-06-25","0.00","0.0","0.0","83","45"
"USC00055116","1949-06-26","0.00","0.0","0.0","82","50"
"USC00055116","1949-06-27","0.04","0.0","0.0","87","56"
"USC00055116","1949-06-28","0.00","0.0","0.0","85","48"
"USC00055116","1949-06-29","0.03","0.0","0.0","85","46"
"USC00055116","1949-06-30","0.00","0.0","0.0","89","49"
"USC00055116","1949-07-01","0.00","0.0","0.0","86","53"
"USC00055116","1949-07-02","0.00","0.0","0.0","89","55"
"USC00055116","1949-07-03","0.00","0.0","0.0","88","52"
"USC00055116","1949-07-04","0.02","0.0","0.0","89","51"
"USC00055116","1949-07-05","0.05","0.0","0.0","94","53"
"USC00055116","1949-07-06","0.03","0.0","0.0","90","55"
"USC00055116","1949-07-07","0.02","0.0","0.0","91","60"
"USC00055116","1949-07-08","0.00","0.0","0.0","84","56"
"USC00055116","1949-07-09","0.66","0.0","0.0","86","51"
"USC00055116","1949-07-10","0.00","0.0","0.0","84","56"
"USC00055116","1949-07-11","0.00","0.0","0.0","83","55"
"USC00055116","1949-07-12","0.00","0.0","0.0","84","52"
"USC00055116","1949-07-13","0.00","0.0","0.0","87","53"
"USC00055116","1949-07-14","0.29","0.0","0.0","86","54"
"USC00055116","1949-07-15","0.08","0.0","0.0","81","51"
"USC00055116","1949-07-16","0.00","0.0","0.0","85","49"
"USC00055116","1949-07-17","0.00","0.0","0.0","98","62"
"USC00055116","1949-07-18","0.00","0.0","0.0","97","57"
"USC00055116","1949-07-19","0.13","0.0","0.0","82","56"
"USC00055116","1949-07-20","0.00","0.0","0.0","96","57"
"USC00055116","1949-07-21","0.00","0.0","0.0","95","49"
"USC00055116","1949-07-22","0.00","0.0","0.0","84","51"
"USC00055116","1949-07-23","0.00","0.0","0.0","91","56"
"USC00055116","1949-07-24","0.00","0.0","0.0","92","55"
"USC00055116","1949-07-25","0.00","0.0","0.0","94","62"
"USC00055116","1949-07-26","0.00","0.0","0.0","87","55"
"USC00055116","1949-07-27","0.00","0.0","0.0","92","49"
"USC00055116","1949-07-28","0.00","0.0","0.0","95","52"
"USC00055116","1949-07-29","0.00","0.0","0.0","89","61"
"USC00055116","1949-07-30","0.00","0.0","0.0","83","56"
"USC00055116","1949-07-31","0.00","0.0","0.0","95","55"
"USC00055116","1949-08-01","0.00","0.0","0.0","98","54"
"USC00055116","1949-08-02","0.00","0.0","0.0","89","53"
"USC00055116","1949-08-03","0.01","0.0","0.0","90","53"
"USC00055116","1949-08-04","0.00","0.0","0.0","83","52"
"USC00055116","1949-08-05","0.00","0.0","0.0","90","51"
"USC00055116","1949-08-06","0.00","0.0","0.0","93","53"
"USC00055116","1949-08-07","0.00","0.0","0.0","97","52"
"USC00055116","1949-08-08","0.00","0.0","0.0","95","54"
"USC00055116","1949-08-15","0.00","0.0","0.0","90","54"
"USC00055116","1949-08-16","0.00","0.0","0.0","92","51"
"USC00055116","1949-08-17","0.00","0.0","0.0","94","51"
"USC00055116","1949-08-18","0.00","0.0","0.0","87","50"
"USC00055116","1949-08-19","0.00","0.0","0.0","89","48"
"USC00055116","1949-08-20","0.35","0.0","0.0","87","54"
"USC00055116","1949-08-21","0.00","0.0","0.0","89","51"
"USC00055116","1949-08-22","0.00","0.0","0.0","93","53"
"USC00055116","1949-08-23","0.00","0.0","0.0","95","52"
"USC00055116","1949-08-24","0.00","0.0","0.0","96","53"
"USC00055116","1949-08-25","0.05","0.0","0.0","96","52"
"USC00055116","1949-08-26","0.00","0.0","0.0","90","52"
"USC00055116","1949-08-27","0.00","0.0","0.0","90","52"
"USC00055116","1949-08-28","0.00","0.0","0.0","79","50"
"USC00055116","1949-08-29","0.00","0.0","0.0","79","51"
"USC00055116","1949-08-30","0.00","0.0","0.0","77","51"
"USC00055116","1949-08-31","0.00","0.0","0.0","79","53"
"USC00055116","1949-09-01","0.00","0.0","0.0","73","42"
"USC00055116","1949-09-02","0.00","0.0","0.0","82","49"
"USC00055116","1949-09-03","0.00","0.0","0.0","83","49"
"USC00055116","1949-09-04","0.08","0.0","0.0","72","46"
"USC00055116","1949-09-05","0.00","0.0","0.0","70","41"
"USC00055116","1949-09-06","0.00","0.0","0.0","73","48"
"USC00055116","1949-09-07","0.00","0.0","0.0","79","56"
"USC00055116","1949-09-08","0.00","0.0","0.0","80","56"
"USC00055116","1949-09-09","0.00","0.0","0.0","74","56"
"USC00055116","1949-09-10","0.00","0.0","0.0","86","52"
"USC00055116","1949-09-11","0.00","0.0","0.0","82","49"
"USC00055116","1949-09-12","0.00","0.0","0.0","84","45"
"USC00055116","1949-09-13","0.00","0.0","0.0","63","44"
"USC00055116","1949-09-14","0.00","0.0","0.0","65","37"
"USC00055116","1949-09-15","0.00","0.0","0.0","77","37"
"USC00055116","1949-09-16","0.00","0.0","0.0","84","43"
"USC00055116","1949-09-17","0.00","0.0","0.0","94","49"
"USC00055116","1949-09-18","0.00","0.0","0.0","75","36"
"USC00055116","1949-09-19","0.00","0.0","0.0","79","34"
"USC00055116","1949-09-20","0.00","0.0","0.0","88","39"
"USC00055116","1949-09-21","0.00","0.0","0.0","93","37"
"USC00055116","1949-09-22","0.00","0.0","0.0","79","38"
"USC00055116","1949-09-23","0.00","0.0","0.0","82","40"
"USC00055116","1949-09-24","0.00","0.0","0.0","89","38"
"USC00055116","1949-09-25","0.00","0.0","0.0","88","37"
"USC00055116","1949-09-26","0.00","0.0","0.0","91","41"
"USC00055116","1949-09-27","0.00","0.0","0.0","67","36"
"USC00055116","1949-09-28","0.00","0.0","0.0","77","42"
"USC00055116","1949-09-29","0.00","0.0","0.0","80","38"
"USC00055116","1949-09-30","0.00","0.0","0.0","78","43"
"USC00055116","1949-10-01","0.00","0.0","0.0","78","38"
"USC00055116","1949-10-02","0.00","0.0","0.0","76","33"
"USC00055116","1949-10-03","0.00","0.0","0.0","79","39"
"USC00055116","1949-10-04","0.00","0.0","0.0","75","36"
"USC00055116","1949-10-05","0.00","0.0","0.0","80","36"
"USC00055116","1949-10-06","0.00","0.0","0.0","87","44"
"USC00055116","1949-10-07","0.00","0.0","0.0","70","33"
"USC00055116","1949-10-08","0.00","0.0","0.0","68","35"
"USC00055116","1949-10-09","0.17","0.0","0.0","44","37"
"USC00055116","1949-10-10","0.00","0.0","0.0","55","39"
"USC00055116","1949-10-11","0.00","0.0","0.0","65","29"
"USC00055116","1949-10-12","0.00","0.0","0.0","62","28"
"USC00055116","1949-10-13","0.00","0.0","0.0","77","33"
"USC00055116","1949-10-14","0.00","0.0","0.0","62","37"
"USC00055116","1949-10-15","0.00","0.0","0.0","60","27"
"USC00055116","1949-10-16","0.00","0.0","0.0","79","32"
"USC00055116","1949-10-17","0.00","0.0","0.0","75","35"
"USC00055116","1949-10-18","0.00","0.0","0.0","66","34"
"USC00055116","1949-10-19","0.10","0.0","0.0","76","33"
"USC00055116","1949-10-20","0.16","2.0","2.0","44","26"
"USC00055116","1949-10-21","0.00","0.0","0.0","40","27"
"USC00055116","1949-10-22","0.00","0.0","0.0","44","21"
"USC00055116","1949-10-23","0.00","0.0","0.0","64","26"
"USC00055116","1949-10-24","0.00","0.0","0.0","50","36"
"USC00055116","1949-10-25","0.00","0.0","0.0","61","29"
"USC00055116","1949-10-26","0.00","0.0","0.0","63","27"
"USC00055116","1949-10-27","0.00","0.0","0.0","72","28"
"USC00055116","1949-10-28","0.00","0.0","0.0","70","26"
"USC00055116","1949-10-29","0.00","0.0","0.0","71","38"
"USC00055116","1949-10-30","0.30","0.0","0.0","48","30"
